run_id,workflow_name,path,event,status,conclusion,created_at,updated_at,run_started_at,head_branch
28620278576,Inspect internal data (propulse-business-87f7a — READ ONLY),.github/workflows/inspect-internal-data.yml,workflow_dispatch,completed,success,2026-07-02T20:42:31Z,2026-07-02T20:44:34Z,2026-07-02T20:42:31Z,claude/go-q6wmrk
28620691605,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T20:49:58Z,2026-07-02T20:51:44Z,2026-07-02T20:49:58Z,claude/go-q6wmrk
28620694070,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T20:50:01Z,2026-07-02T20:54:59Z,2026-07-02T20:50:01Z,claude/go-q6wmrk
28620995108,Run syncInternalQuanti now (propulse-business-87f7a / strategic360),.github/workflows/run-quanti-now.yml,workflow_dispatch,completed,success,2026-07-02T20:55:30Z,2026-07-02T20:56:31Z,2026-07-02T20:55:30Z,claude/go-q6wmrk
28622532608,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T21:24:44Z,2026-07-02T21:26:32Z,2026-07-02T21:24:44Z,claude/go-q6wmrk
28622534458,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T21:24:46Z,2026-07-02T21:29:35Z,2026-07-02T21:24:46Z,claude/go-q6wmrk
28623392408,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T21:41:55Z,2026-07-02T21:43:45Z,2026-07-02T21:41:55Z,claude/go-q6wmrk
28623394058,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T21:41:58Z,2026-07-02T21:46:34Z,2026-07-02T21:41:58Z,claude/go-q6wmrk
28623930503,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T21:52:53Z,2026-07-02T21:54:43Z,2026-07-02T21:52:53Z,claude/go-q6wmrk
28623933979,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T21:52:58Z,2026-07-02T21:57:18Z,2026-07-02T21:52:58Z,claude/go-q6wmrk
28624193383,Run syncInternalQuanti now (propulse-business-87f7a / strategic360),.github/workflows/run-quanti-now.yml,workflow_dispatch,completed,success,2026-07-02T21:58:26Z,2026-07-02T21:59:28Z,2026-07-02T21:58:26Z,claude/go-q6wmrk
28624331598,CI,.github/workflows/ci.yml,push,completed,success,2026-07-02T22:01:14Z,2026-07-02T22:03:05Z,2026-07-02T22:01:14Z,main
28624842541,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T22:11:54Z,2026-07-02T22:14:00Z,2026-07-02T22:11:54Z,claude/go-q6wmrk
28624849142,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T22:12:02Z,2026-07-02T22:17:05Z,2026-07-02T22:12:02Z,claude/go-q6wmrk
28625107579,Run enrichStrategicArtifacts now (propulse-business-87f7a / strategic360),.github/workflows/run-enrich-now.yml,workflow_dispatch,completed,success,2026-07-02T22:17:40Z,2026-07-02T22:19:03Z,2026-07-02T22:17:40Z,claude/go-q6wmrk
28625112280,Run generateBriefingWeekly now (propulse-business-87f7a / strategic360),.github/workflows/run-briefing-now.yml,workflow_dispatch,completed,success,2026-07-02T22:17:47Z,2026-07-02T22:18:55Z,2026-07-02T22:17:47Z,claude/go-q6wmrk
28625319542,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T22:22:28Z,2026-07-02T22:24:22Z,2026-07-02T22:22:28Z,claude/go-q6wmrk
28625321890,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T22:22:31Z,2026-07-02T22:27:03Z,2026-07-02T22:22:31Z,claude/go-q6wmrk
28625581826,Run generateBriefingWeekly now (propulse-business-87f7a / strategic360),.github/workflows/run-briefing-now.yml,workflow_dispatch,completed,success,2026-07-02T22:28:26Z,2026-07-02T22:29:49Z,2026-07-02T22:28:26Z,claude/go-q6wmrk
28627788840,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T23:21:41Z,2026-07-02T23:23:30Z,2026-07-02T23:21:41Z,claude/go-q6wmrk
28627874721,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T23:23:49Z,2026-07-02T23:25:37Z,2026-07-02T23:23:49Z,claude/go-q6wmrk
28627988767,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T23:26:44Z,2026-07-02T23:28:37Z,2026-07-02T23:26:44Z,claude/go-q6wmrk
28627992808,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T23:26:50Z,2026-07-02T23:31:32Z,2026-07-02T23:26:50Z,claude/go-q6wmrk
28628227928,Seed data (propulse-business-87f7a / strategic360),.github/workflows/seed-data.yml,workflow_dispatch,completed,success,2026-07-02T23:32:44Z,2026-07-02T23:34:55Z,2026-07-02T23:32:44Z,claude/go-q6wmrk
28628228642,Rescore intelItems (propulse-business-87f7a / strategic360),.github/workflows/rescore-items.yml,workflow_dispatch,completed,success,2026-07-02T23:32:45Z,2026-07-02T23:34:53Z,2026-07-02T23:32:45Z,claude/go-q6wmrk
28628387886,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T23:36:55Z,2026-07-02T23:40:45Z,2026-07-02T23:39:12Z,claude/go-q6wmrk
